"Item","Part Number","Description","Qty.","Remark"
"1","00005483","Engine Harness","1","Stage  Ⅳ"
"","00006244","Engine Harness","1","Stage  Ⅴ"
"2","00005358","Emergency Pump Negative Harness","1",""
"3","00005350","Engine Negative Harness","1",""
"4","00005352","Emergency Power Negative Harness","1",""
"5","00009460","Battery Negative Harness","1",""
"6","00005353","Start Motor Harness","1",""
"7","00005351","Emergency Power Positive Harness","1",""
"8","00005354","Alternator Harness","1",""
"9","00005359","Preheat Contactor Harness","1",""
"10","00005356","Emergency Pump Contactor Harness","1",""
"11","00005355","Fuse Box Power Harness","1",""
"12","00009461","Battery Positive Harness","1",""
"13","00005357","Emergency Pump Positive Harness","1",""
"14","00008122","Chassis Harness","1",""
"15","00005340","Ground Control Plane Harness","1",""
"16","00008339","Turret Harness","1",""
"17","00008340","Sensor Harness","1",""
"18","00008113","PVG-1939 CANBUS Resistance","1","Standard"
"","00008114","PVG-1939 Harness","7",""
"","00008115","PVG-1939 Power Harness","1",""
"","92019121","PVG Valve Harness","1","Optional"
"19","00005363","Main Boom Harness","1","BA24RT"
"","00005362","Main Boom Harness","1","BA28RT"
"20","00005360","Jib Harness","1",""
"21","00005341","Platform Harness","1",""
"22","00005339","Platform Control Box Harness","1",""
