"Item","Part Number","Description","Qty.","Remark"
"28","92100116","Hose Assembly","1","BT30SRT 
BT28SRT 
BT26SRT"
"","92048940","Hose Assembly","1","BT30RT 
BT28RT 
BT26RT 
BT24RT"
"","92102307","Hose Assembly","1","BT28BRT 
BT26BRT 
BT24BRT"
"29","92101283","Hose Assembly","1","BT30RT"
"","92100112","Hose Assembly","1","BT30SRT 
BT28RT 
BT28BRT"
"","92100128","Hose Assembly","1","BT26RT 
BT28SRT 
BT26BRT"
"","92100117","Hose Assembly","1","BT26SRT 
BT24RT 
BT24BRT"
"30","92048551","Hose Assembly","1",""
"31","00001727","Fitting, Straight","1",""
"32","00001837","Fitting, 90°","2",""
"33","00006456","Fitting, Tee","1",""
"34","00006447","Fitting, 90°","1",""
"35","92048581","Hose Assembly","1",""
"36","00001728","Fitting, Straight","1",""
"37","92048569","Hose Assembly","1",""
"38","92048570","Hose Assembly","1",""
"39","00001318","Fitting, Straight","2",""
"40","92048586","Hose Assembly","1",""
"41","00001833","Fitting, 90°","1",""
"42","00001747","Fitting, Straight","2",""
"43","00001842","Fitting, 90°","1",""
"44","92048584","Hose Assembly","1",""
