"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1029900403","Socket outlet","A","1","192900-0425"
"2","1022202106","Bush","A","2","282080-1"
"3","1020700949","Plug bush(2 inserts)","A","4","DT04-2P"
"4","1029904249","Socket outlet(2 inserts)","A","9","DT06-2S"
"5","1029901587","RNB","B","1","GQ-OT1.5-6"
"6","1029901599","RNB","A","1","GQ-OT4-10"
"7","1029901598","RNB","A","1","GQ-OT4-8"
"8","1021404070","GEFRAN pressure sensor","A","1","KS-E-E-Z-B04C-M-
V-54 8"
"9","1020700959","Socket outlet","A","1","DT06-6S"
"10","1020706505","24 core plug","A","1","132015-0075"
"11","1021404018","Tilting angle sensor","A","1","U2AMU-CB.S7"
"12","1029906298","Limit switch","A","1","ZCD21+ZCE01+ZC
Y25+ZC DEP16"
"13","1020404399","Work light","A","1","JD90A-H03Y012"
"14","1020304982","Buzzer","A","1","GFB-202-G"
"15","1022270089","ITT plug","A","1","192900-0055"
