"No.","Material No.","Item and Spec","Rev.","Qty","Remark"
"1","1040004519","bolt","A","6","GB/T5783-2000"
"2","1040301515","washer","A","14","GB/T97.1-2002"
"3","00771407140801091","Intake tube bracket","A","1",""
"4","00771407140801120","Intake steel tube II","A","1",""
"5","00771407140801110","Intake hose II","A","1",""
"6","1990202287","spiral turbine rod clamp","A","5","SX12/W3/32-54"
"7","00771407140801170","bilateral clamp","A","1",""
"8","00771407140801150","Intake steel tube I","A","1",""
"9","00771407140801160","Intake hose IV","A","1",""
"10","00771407140801080","Bending plate III","A","1",""
"11","1000100891","Air filter","A","1",""
"12","1990202291","spiral turbine rod clamp","A","1","SX12/W3/83-105"
"13","00771407140801040","Intake II","A","1",""
"14","1990202288","spiral turbine rod clamp","A","5","SX12/W3/45-67"
"15","1040200503","nut","A","6","GB/T889.1-2000"
"16","00771407140801060","Bending plate I","A","1",""
"17","00771407140801070","intake steel tube","A","1",""
"18","00771407140801050","Bending plate II","B","2",""
"19","1040004518","bolt","A","8","GB/T5783-2000"
"20","00771407140801010","Intake tube I","A","1",""
"21","00771407140801140","Intake hose I","A","1",""
"22","1990202289","spiral turbine rod clamp","A","1","SX12/W3/57-79"
"23","00771407140801130","Intake hose III","A","1",""
"24","1040302490","washer","B","2","GB/T97.1-2002"
"25","1040001803","bolt","A","2","GB/T5786-2000"
