"Item","Part Number","Description","Qty.","Remark"
"1","00005262","Nut  GB/T 6182  M24","8",""
"2","00001159","Flat Washer  GB/T 97.1  24","16",""
"3","92000104","Plug","2",""
"4","92049372","Counterweight","1","BT30RT 
BT30SRT"
"","92056803","Counterweight","1","BT28RT 
BT28SRT 
BT28BRT"
"","92056810","Counterweight","1","BT26SRT"
"","92053029","Counterweight","1","BT26RT 
BT26BRT"
"","92056824","Counterweight","1","BT24RT 
BT24BRT"
"5","00006428","Screw  GB/T 70  M24 × 310","6",""
"6","00006433","Screw  GB/T 70  M24 × 170","2",""
